"difficulty","question","metric","dimension","expected_answer"
"L1","What is the POA backlog for 2025-01?","poa_backlog","N/A","POA backlog for 2025-01 is USD 1,234,567.89.

## Backlog • 2025-01
**USD 1,234,567.89** (No prior-period comparison)

**Quick Context**
 backlog reflects open POA orders that have not shipped yet in January 2025.

**Scope & Filters**
- Billing backlog (order_type <> 'SHIPMENT') for year_month = '2025-01'
- Data range: 2022-01 to 2025-12
- Data source: ods.fact_monthly_sales_poa_billing

**Supporting Metrics**
- Backlog Qty: 11,432 units

**💡 Explore Next**
- Would you like a MoM backlog comparison vs 2024-12?
- Should I break backlog down by region (ru) or by customer for deeper insight?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
    SUM(total_sales) AS backlog_sales
FROM
    ods.fact_monthly_sales_poa_billing
WHERE
    year_month = '2025-01'
    AND order_type <> 'SHIPMENT';
```
- **Filters Applied**: year_month = '2025-01'; order_type <> 'SHIPMENT'
- **Time Range**: 2025-01 to 2025-01
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the BB Qty Ratio for POA BACKLOG in 2025-01?","BB Qty Ratio","POA BACKLOG","### BB Qty Ratio (2025-01)
**Answer**: 0.80

**Scope / Confidence**
- Dimension coverage: Global, single total (no breakdown by region, customer, or product)
- Data status: Data exists within the 2022-01 to 2025-12 window; period 2025-01 is within range

**Context (optional)**
- This ratio compares Booking total quantity to Billing backlog quantity (order_type <> 'SHIPMENT') for 2025-01. A value of 0.80 indicates bookings are 80% of the backlog quantity in that month.

**Recommended next step**
- If you’d like, I can break this down by region, product, or customer to identify where gaps or strengths exist.

<details>
<summary>Technical Log</summary>

- **SQL Code**: 
```sql
-- Calculate BB Qty Ratio (Booking Qty / Billing Backlog Qty) for 2025-01
WITH Billing_Backlog AS (
    SELECT SUM(total_qty) AS billing_qty
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-01'
      AND order_type <> 'SHIPMENT'
),
Booking_Qty AS (
    SELECT SUM(total_qty) AS booking_qty
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-01'
)
SELECT
    CAST(COALESCE(b.booking_qty, 0) AS decimal(18,2)) /
    NULLIF(CAST(COALESCE(bb.billing_qty, 0) AS decimal(18,2)), 0) AS bb_qty_ratio
FROM Booking_Qty b
CROSS JOIN Billing_Backlog bb;
```
- **Filters Applied**: year_month = '2025-01'; Billing: order_type <> 'SHIPMENT' (backlog); Booking: year_month = '2025-01'
- **Time Range**: 2025-01 to 2025-01
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED for 2025-08?","POA BOOKED","N/A","### POA BOOKED • 2025-08
**USD 12,345,678.90**  [No prior-period comparison]

**Quick Context**
Booking (POA) for August 2025 totals USD 12.35M, representing the pipeline demand booked for that month.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_booking
- Time period: 2025-08
- Coverage: all customers and products (monthly total)

**💡 Explore Next**
- Would you like to see MoM vs 2025-07 or YoY vs 2024-08 for POA BOOKED?
- Should I break this down by region (ru) or by customer_parent?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_sales) AS poa_booked_usd
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2025-08';
```
- **Filters Applied**: year_month = '2025-08'
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_booking
```
</details>"
"L1","What was the POA BOOKED Qty for 2025-08?","POA BOOKED Qty","N/A","POA Booking Qty for 2025-08 was 24,108 units.

## POA Booking Qty • 2025-08
**Answer**: 24,108 units

**Quick Context**
August 2025 bookings reached 24k units, reflecting steady pipeline activity into the back half of 2025.

**Scope & Filters**
Single-period snapshot for the POA Booking table, covering all customers and products in 2025-08.

**Supporting Metrics**
- None required for this single-period total.

**💡 Explore Next**
- Would you like a YoY comparison vs 2024-08 or a MoM trend vs 2025-07?
- Should I break this down by region (ru) or by product (pbg/pbu) for deeper insight?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_qty) AS booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2025-08';
```
- **Filters Applied**: year_month = '2025-08'
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED M/M Growth % for 2025-02?","POA BOOKED M/M Growth %","N/A","✅ POA Booking MoM Growth % • 2025-02

**+4.26%**

**Quick Context**
February 2025 booked POA grew vs January 2025, signaling continued momentum in demand.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_booking (Booking)
- Periods: 2025-02 (current) and 2025-01 (prior)
- Coverage: All customers; no product or regional breakdowns included

**Supporting Metrics**
- Current Month Booking Total Sales: USD 2,450,000.00
- Prior Month Booking Total Sales: USD 2,350,000.00

**💡 Explore Next**
- Do you want a YoY or QoQ view for POA bookings?
- Should we break out by region or key customers to understand drivers?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Curr AS (
    SELECT SUM(total_sales) AS curr_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-02'
),
Prev AS (
    SELECT SUM(total_sales) AS prev_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-01'
)
SELECT
    (Curr.curr_sales - Prev.prev_sales) / NULLIF(Prev.prev_sales, 0) AS mom_growth_pct,
    Curr.curr_sales AS current_sales,
    Prev.prev_sales AS prior_sales
FROM Curr
CROSS JOIN Prev;
```
- **Filters Applied**: year_month IN ('2025-02', '2025-01')
- **Time Range**: 2025-01 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED Q/Q Growth % for Q2 2024 (vs Q1 2024)?","POA Q/Q Growth %","N/A","### POA BOOKED QoQ Growth • Q2 2024 vs Q1 2024
**8.00%** QoQ growth

**Quick Context**
Booking momentum improved in Q2 2024, led by stronger demand in core segments.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_booking (Booking table)
- Period: 2024-01 through 2024-06
- Metric: total_sales as booked revenue
- No product/region breakdown; single-stream QoQ calculation for the two quarters

**Supporting Metrics**
- Q1 2024 booked revenue: USD 15,000,000.00
- Q2 2024 booked revenue: USD 16,200,000.00

**💡 Explore Next**
- Would you like a YoY comparison for Q2 2024 vs Q2 2023?
- Do you want a breakdown by region (ru) or by product (pbg/pbu) to diagnose drivers?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT
  SUM(CASE WHEN year_month BETWEEN '2024-04' AND '2024-06' THEN total_sales ELSE 0 END) AS q2_sales,
  SUM(CASE WHEN year_month BETWEEN '2024-01' AND '2024-03' THEN total_sales ELSE 0 END) AS q1_sales,
  (SUM(CASE WHEN year_month BETWEEN '2024-04' AND '2024-06' THEN total_sales ELSE 0 END)
   / NULLIF(SUM(CASE WHEN year_month BETWEEN '2024-01' AND '2024-03' THEN total_sales ELSE 0 END), 0) - 1) AS qoq_growth
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month BETWEEN '2024-01' AND '2024-06';
```
- **Filters Applied**: year_month between '2024-01' and '2024-06'
- **Time Range**: 2024-01 to 2024-06
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA BOOKED Y/Y Growth % for December 2025?","POA BOOKED Y/Y Growth %","N/A","✅ POA booked YoY growth for December 2025 is 8.70%.

### POA Booking YoY Growth • 2025-12
**8.70%**

**Quick Context**  
December 2025 booked POA sales grew about 8.7% versus December 2024 bookings.

**Scope / Filters**  
- Data source: POA Booking (ods.fact_monthly_sales_poa_booking)  
- Periods: December 2025 (curr) vs December 2024 (prior)  
- Channel: Booking data only (POA)  
- No order_type filter applied (Booking context)

**Supporting Metrics**
- December 2025 Booking Total Sales: USD 7,500,000.00
- December 2024 Booking Total Sales: USD 6,900,000.00

**💡 Explore Next**
- Drill into YoY by region (e.g., AMERICAS, EMEA) to isolate drivers
- Compare Booking YoY growth with Billing for the same period to assess BB ratio impact
- Check Month-over-Month (MoM) for December 2025 to identify near-term momentum

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Curr AS (
    SELECT SUM(total_sales) AS curr_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-12'
),
Prev AS (
    SELECT SUM(total_sales) AS prev_sales
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2024-12'
)
SELECT
    COALESCE(c.curr_sales, 0) AS curr_sales,
    COALESCE(p.prev_sales, 0) AS prev_sales,
    (COALESCE(c.curr_sales, 0) - COALESCE(p.prev_sales, 0)) /
        NULLIF(COALESCE(p.prev_sales, 0), 0) AS yoy_growth
FROM Curr c
CROSS JOIN Prev p;
```
- **Filters Applied**: year_month = '2025-12' (Curr); year_month = '2024-12' (Prev)
- **Time Range**: 2024-12 to 2025-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>

"
"L1","What is the Total Booked for Booking in 2025-03?","Total Booked","Booking","### Total Booked (Booking) (2025-03)
**Answer**: USD 2,345,678.90

**Quick Context**
Booking demand for March 2025 totaled USD 2.35M, reflecting robust forward-looking demand in the booking pipeline.

**Scope / Filters**
Data scope: Booking table (ods.fact_monthly_sales_poa_booking) for year_month = 2025-03; no breakdown by product or region; all customers included.

**Recommended Next**
- Would you like this broken down by customer or product family (e.g., pbg/pbu) for deeper insights?
- Want a YoY or MoM compare versus 2025-02 or 2024-03?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_sales) AS total_booked
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2025-03';
```
- **Filters Applied**: year_month = '2025-03'
- **Time Range**: 2025-03 to 2025-03
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the Total Booked Qty in Booking for 2025-08?","total_qty","N/A","✅ Total Booked Qty for 2025-08 is 128,764 units.

### Total Booked Qty • 2025-08
**128,764 units**

**Quick Context**
Booking totals reflect forward-looking demand captured in the Booking table for August 2025.

**Scope / Filters**
Data covers ods.fact_monthly_sales_poa_booking for year_month = '2025-08'. No Ship­ment filter applies because this is Booking data.

**💡 Explore Next**
- Do you want this broken down by region (ru) or by product hierarchy (pbg/pbu/pbu_1/pbu_2)?
- Should we compute a YoY or MoM comparison for bookings this year?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_qty) AS total_booked_qty
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2025-08';
```
- **Filters Applied**: year_month = '2025-08'; Source table: ods.fact_monthly_sales_poa_booking
- **Time Range**: 2025-08 to 2025-08
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the BB Ratio for POA OTR in 2025-02?","BB Ratio","POA OTR","### BB Ratio (2025-02)
**1.55x** [No MoM/YoY change]

**Quick Context**
Bookings are 1.55x the shipments in Feb 2025, signaling a strong pipeline relative to realized billing.

**Scope / Filters**
- Data: POA Booking and POA Billing
- Period: 2025-02
- OTR applied (Billing unfiltered by order_type; Booking as standard)
- Data source: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing

**Supporting Metrics**
- Booking Total Sales (2025-02): USD 1,550,000.00
- Billing Total Sales (2025-02) (OTR): USD 1,000,000.00

**💡 Explore Next**
- Would you like to see the BB Ratio broken down by region or by product?
- Should I compute MoM QoQ YoY deltas for 2025-02 vs prior periods?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing AS (
    SELECT SUM(total_sales) AS total_billing
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-02'
),
Booking AS (
    SELECT SUM(total_sales) AS total_booking
    FROM ods.fact_monthly_sales_poa_booking
    WHERE year_month = '2025-02'
)
SELECT
    COALESCE(b.total_booking, 0) AS booking_total_sales,
    COALESCE(bl.total_billing, 0) AS billing_total_sales,
    COALESCE(b.total_booking, 0) / NULLIF(COALESCE(bl.total_billing, 0), 0) AS bb_ratio
FROM Booking b
CROSS JOIN Billing bl;
```
- **Filters Applied**: year_month = '2025-02'; OTR (Billing includes all order types)
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_booking, ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the MoM % change for YAGEO shipments in 2025-02?","mom_percent_change","brand, year_month","YAGEO shipments grew 13.64% MoM in February 2025.

## MoM % Change • 2025-02
**13.64% MoM growth**

**Quick Context**
February 2025 saw a solid month-over-month lift in YAGEO shipment sales.

**Scope & Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Metric: total_sales for order_type = 'SHIPMENT'
- Customer filter: (customer_parent = 'YAGEO' OR local_assembler = 'YAGEO' OR final_customer = 'YAGEO')
- Time window: 2025-01 vs 2025-02

**Supporting Metrics**
- Current Month (2025-02) Sales (USD): 1,250,000
- Prior Month (2025-01) Sales (USD): 1,100,000

**💡 Explore Next**
- Compare ASP and total_cost to assess margin dynamics behind the momentum
- Drill into other key customers to benchmark YAGEO's growth

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_Yageo AS (
    SELECT year_month, SUM(total_sales) AS sales
    FROM ods.fact_monthly_sales_poa_billing
    WHERE order_type = 'SHIPMENT'
      AND (customer_parent = 'YAGEO' OR local_assembler = 'YAGEO' OR final_customer = 'YAGEO')
    GROUP BY year_month
)
SELECT
    '2025-02' AS period,
    cy.sales AS sales_curr,
    py.sales AS sales_prev,
    (cy.sales - py.sales) / NULLIF(py.sales, 0) AS mom_pct
FROM
    (SELECT sales FROM Billing_Yageo WHERE year_month = '2025-02') AS cy
    CROSS JOIN
    (SELECT sales FROM Billing_Yageo WHERE year_month = '2025-01') AS py;
```
- **Filters Applied**: order_type = 'SHIPMENT' and (customer_parent = 'YAGEO' OR local_assembler = 'YAGEO' OR final_customer = 'YAGEO')
- **Time Range**: 2025-01 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the total OTR Qty for GREAT CHINA in 2025-02?","total_qty","GREAT CHINA","### Total OTR Qty • 2025-02
**Answer**: 9,420 units

**Quick Context**
OTR includes all order types for the Great China region, summing every record in 2025-02.

**Scope / Filters**
- Data source: ods.fact_monthly_sales_poa_billing
- Time period: 2025-02
- Region: GREAT CHINA (ru)
- Order type: ALL (OTR, no filter on order_type)

**Supporting Metrics**
- N/A

**💡 Explore Next**
- Do you want MoM/QoQ/YoY growth on OTR Qty?
- Should I break this down by product hierarchy or by channel?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
SELECT SUM(total_qty) AS total_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE ru = 'GREAT CHINA'
  AND year_month = '2025-02';
```

- **Filters Applied**: ru = 'GREAT CHINA'; year_month = '2025-02' (OTR -> no order_type filter)
- **Time Range**: 2025-02 to 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA QoQ growth % for Capacitor in Q1 2025?","POA QoQ Growth %","pbg","### POA QoQ Growth • Q1 2025
**Answer**: 21.50%

**Quick Context**
Capacitor POA grew about 21.5% QoQ in Q1 2025, reflecting stronger shipments versus the prior quarter.

**Scope / Filters**
- Billing data (ods.fact_monthly_sales_poa_billing), Shipments only
- Product filter applied across all product hierarchy columns to capture Capacitor: (pbg = 'Capacitor' OR pbu = 'Capacitor' OR pbu_1 = 'Capacitor' OR pbu_2 = 'Capacitor')
- Periods: Q1 2025 (2025-01 to 2025-03) vs Q4 2024 (2024-10 to 2024-12)
- Currency: USD
- Excludes OTR/Backlog; standard QoQ calculation

**Supporting Metrics**
- Q1 2025 Sales (Billing) for Capacitor: USD 7,900,000
- Q4 2024 Sales (Billing) for Capacitor: USD 6,500,000

**💡 Explore Next**
- Would you like QoQ growth broken out by region or channel?
- Should we extend the QoQ view to YoY for Capacitor as well?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Q1 AS (
  SELECT SUM(total_sales) AS sales_q1
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2025-01' AND '2025-03'
    AND (pbg = 'Capacitor' OR pbu = 'Capacitor' OR pbu_1 = 'Capacitor' OR pbu_2 = 'Capacitor')
    AND order_type = 'SHIPMENT'
),
Q4 AS (
  SELECT SUM(total_sales) AS sales_q4
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month BETWEEN '2024-10' AND '2024-12'
    AND (pbg = 'Capacitor' OR pbu = 'Capacitor' OR pbu_1 = 'Capacitor' OR pbu_2 = 'Capacitor')
    AND order_type = 'SHIPMENT'
)
SELECT
  CASE
    WHEN Q4.sales_q4 = 0 THEN NULL
    ELSE CAST((Q1.sales_q1 - Q4.sales_q4) AS decimal(18,2)) / NULLIF(Q4.sales_q4, 0) * 100
  END AS qo_q_growth_pct
FROM Q1 CROSS JOIN Q4;
```
- **Filters Applied**: Year-month ranges for Q1 2025 and Q4 2024; Capacitor across all 4 product columns; order_type = 'SHIPMENT'
- **Time Range**: 2024-10 to 2025-03
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L2","What is the POA Billed Hit Rate % for HON HAI in 2025-02?","POA Billed Hit Rate %","customer_parent","✅ HON HAI's POA billed hit rate is 62.50% for 2025-02.

### POA Hit Rate • 2025-02
**62.50%**

**Quick Context**
The hit rate reflects the portion of billed POA revenue achieved against the 2025-02 budget target for HON HAI.

**Scope & Filters**
- Data source: Billing (SHIPMENT) and Budget
- Period: 2025-02
- Customer filter: HON HAI across customer_parent, local_assembler, and final_customer (Triple-Net)
- Billing filter: order_type = 'SHIPMENT'
- Budget filter: by HON HAI (no order_type filter)

**Supporting Metrics**
- Billing (Total Sales): USD 1,250,000.00
- Budget (Total Budget): USD 2,000,000.00

**💡 Explore Next**
- Would you like this by product hierarchy (pbg/pbu) as well?
- Want a MoM/YoY view for HON HAI across 2024-2025?

<details>
<summary>Technical Log</summary>

- **SQL Code**:
```sql
WITH Billing_Curr AS (
    SELECT SUM(total_sales) AS actuals
    FROM ods.fact_monthly_sales_poa_billing
    WHERE year_month = '2025-02'
      AND order_type = 'SHIPMENT'
      AND (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI')
),
Budget_Curr AS (
    SELECT SUM(total_budget) AS budget
    FROM ods.fact_monthly_sales_poa_budget
    WHERE year_month = '2025-02'
      AND (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI')
)
SELECT
  CAST((Billing_Curr.actuals * 1.0) / NULLIF(Budget_Curr.budget, 0) * 100 AS DECIMAL(10,2)) AS hit_rate_percent
FROM Billing_Curr
CROSS JOIN Budget_Curr;
```
- **Filters Applied**: year_month = '2025-02'; order_type = 'SHIPMENT'; (customer_parent = 'HON HAI' OR local_assembler = 'HON HAI' OR final_customer = 'HON HAI')
- **Time Range**: 2025-02
- **Data Source**: ods.fact_monthly_sales_poa_billing, ods.fact_monthly_sales_poa_budget
</details>"
